cue,constant1,timestamp,stimulus_coherence,response_time,response,constant2
2.0,30.0,592574.556097791,70.0,1.1639151249546558,2.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,30.0,592575.990093166,90.0,0.7724499159958214,1.0,1.0
2.0,30.0,592577.104095083,90.0,0.9696978329448029,2.0,1.0
2.0,30.0,592577.90309825,100.0,0.8532115840353072,1.0,1.0
2.0,30.0,592578.895087958,95.0,0.9264705419773236,2.0,1.0
2.0,30.0,592579.745094583,100.0,0.8543252920499071,1.0,1.0
2.0,30.0,592580.844090333,80.0,1.0418847079854459,2.0,1.0
2.0,30.0,592581.508076125,90.0,0.7972515420988202,1.0,1.0
2.0,30.0,592582.430083375,95.0,0.8065168749308214,1.0,1.0
2.0,30.0,592583.22508875,80.0,0.681649166974239,1.0,1.0
2.0,30.0,592584.311079333,100.0,0.8519598329439759,1.0,1.0
2.0,30.0,592585.141073333,90.0,0.7665244999807328,1.0,1.0
2.0,30.0,592586.159062458,100.0,0.8620582500007004,1.0,1.0
2.0,30.0,592587.11207075,95.0,0.889748333953321,2.0,1.0
2.0,30.0,592588.003066833,100.0,0.8698002500459552,1.0,1.0
2.0,30.0,592589.099069125,80.0,1.0469654169864953,2.0,1.0
2.0,30.0,592589.95207275,85.0,0.9858435419155285,2.0,1.0
2.0,30.0,592590.695061625,95.0,0.811109083937481,1.0,1.0
2.0,30.0,592591.712090375,95.0,0.9078726670704782,2.0,1.0
2.0,30.0,592592.513059041,90.0,0.7875987909501418,1.0,1.0
2.0,30.0,592593.64705125,85.0,1.0051784589886665,2.0,1.0
2.0,30.0,592594.422050083,100.0,0.8693655000533909,1.0,1.0
2.0,30.0,592595.260042916,90.0,0.7969376250403002,1.0,1.0
2.0,30.0,592596.23005225,100.0,0.8509208749746904,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,592597.986040875,90.0,0.7807884590001777,1.0,-1.0
2.0,30.0,592599.479034916,45.0,1.3562308329856023,2.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,30.0,592600.566041541,75.0,0.6333176660118625,1.0,1.0
2.0,30.0,592601.764035458,95.0,0.9126024169381708,2.0,1.0
2.0,30.0,592602.609031541,100.0,0.8402687910711393,1.0,1.0
2.0,30.0,592603.433025666,90.0,0.7599117910722271,1.0,1.0
2.0,30.0,592604.295022125,80.0,0.7055157499853522,1.0,1.0
2.0,30.0,592605.249029666,85.0,0.7445515829604119,1.0,1.0
2.0,30.0,592606.112012958,80.0,0.6996836670441553,1.0,1.0
2.0,30.0,592606.900021083,70.0,0.5713639579480514,1.0,1.0
2.0,30.0,592607.76903125,60.0,0.5269712500739843,1.0,1.0
2.0,30.0,592608.801023833,75.0,0.6324859579326585,1.0,1.0
2.0,30.0,592610.188009291,75.0,1.104447124991566,2.0,1.0
2.0,30.0,592610.842009416,95.0,0.8401536659803241,1.0,1.0
2.0,30.0,592611.656006416,85.0,0.7433346660109237,1.0,1.0
2.0,30.0,592612.692996083,100.0,0.8659477919572964,1.0,1.0
2.0,30.0,592613.47700225,85.0,0.7255434590624645,1.0,1.0
2.0,30.0,592614.375996541,80.0,0.7115132909966633,1.0,1.0
2.0,30.0,592615.5629935,90.0,0.9752511250553653,2.0,1.0
2.0,30.0,592616.47099425,90.0,0.9622249170206487,2.0,1.0
2.0,30.0,592617.305997083,100.0,0.88451391691342,1.0,1.0
2.0,30.0,592618.103995375,90.0,0.7705581249902025,1.0,1.0
1.0,30.0,592618.97699025,85.0,0.7243982090149075,1.0,-1.0
2.0,30.0,592619.854991875,80.0,0.6848240420222282,1.0,1.0
2.0,30.0,592620.699977208,70.0,0.6104507920099422,1.0,1.0
2.0,30.0,592621.510982166,60.0,0.5058546250220388,1.0,1.0
2.0,30.0,592622.411959625,60.0,0.4846558339195326,1.0,1.0
2.0,30.0,592623.471981625,75.0,0.6251320419833064,1.0,1.0
2.0,30.0,592624.371960083,70.0,0.6073630830505863,1.0,1.0
2.0,30.0,592625.615976791,95.0,0.9377668750239536,2.0,1.0
2.0,30.0,592626.856966875,60.0,1.2602853750577196,2.0,1.0
2.0,30.0,592627.478958208,90.0,0.9647584999911487,2.0,1.0
2.0,30.0,592628.194978375,90.0,0.7644221249502152,1.0,1.0
2.0,30.0,592629.03496225,80.0,0.6875832920195535,1.0,1.0
2.0,30.0,592630.108961666,100.0,0.8491823329823092,1.0,1.0
1.0,30.0,592631.130964458,90.0,0.954945791978389,2.0,-1.0
2.0,30.0,592631.722961375,75.0,0.6273907920112833,1.0,1.0
2.0,30.0,592632.93196125,95.0,0.9075243340339512,2.0,1.0
2.0,30.0,592633.863962458,95.0,0.917935041943565,2.0,1.0
2.0,30.0,592634.697947208,95.0,0.8303092499263585,1.0,1.0
2.0,30.0,592635.901947583,70.0,1.1248263749293983,2.0,1.0
2.0,30.0,592636.47395075,90.0,0.78366333397571,1.0,1.0
2.0,30.0,592637.41295825,95.0,0.8040272920625284,1.0,1.0
2.0,30.0,592638.779951125,55.0,1.2513406249927357,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
